obsid,uid,ra,dec,snrg,snrr,teff,logg,loghe
409908094,G16113058486459,96.484882,25.43341,50.16,49.26,30692±663,5.1±0.11,-3.9±0.81
413804045,L17520580185513,64.360258,42.599165,98.6,118.75,53000±2849,5.5±0.11,-2.65±0.25
415808048,G16149938469755,114.80239,22.886563,43.16,40.11,32296±424,5.82±0.09,-2.64±0.17
417509165,G15406020332786,172.441762,1.741035,62.86,83.38,46376±1087,6.29±0.09,-2.18±0.28
419303182,G16000954562219,95.505007,11.136156,38.49,31.82,38490±412,6.0±0.06,-1.74±0.06
419503127,G15140666420883,211.513879,37.703626,83.04,91.66,36000±818,5.37±0.1,-3.21±0.45
420506247,G15647284270515,170.029788,19.198738,64.32,69.5,37806±684,5.86±0.09,-4.0±3.11
421305111,G15841922242060,145.444619,54.893433,46.29,52.59,47612±1602,5.63±0.09,-3.6±0.29
424909062,G15061352459997,201.282299,17.126841,38.44,55.97,33980±817,5.17±0.12,-3.76±0.74
425004173,G15107396768340,200.014401,16.158225,115.8,132.57,33584±677,5.1±0.09,-3.14±0.31
425508114,G14496381957556,237.220351,7.460223,51.47,55.16,33171±830,5.1±0.11,-3.16±0.35
426711080,G14743705195097,233.71464,56.146424,65.35,82.09,34748±763,5.2±0.1,-3.35±0.51
427613098,G14951920748161,209.340639,5.519368,59.84,77.82,35664±909,5.1±0.1,-4.1±0.47
428015019,G16098864657957,95.62427,23.67231,214.0,205.44,27446±4829,5.24±0.56,-3.5±1.68
435215114,L15506782204052,171.836569,23.605772,112.06,142.47,32095±733,5.1±0.1,-3.28±0.35
435912164,L16349497397067,137.787068,14.455208,105.99,114.45,31021±598,5.77±0.11,-2.92±0.27
436511228,G16201193412971,102.576865,14.027504,28.45,15.99,30999±525,6.24±0.1,-2.21±0.11
436909146,G16329244950022,125.85635,16.050197,49.68,51.96,27359±1007,5.3±0.12,-3.6±0.59
439209236,G15470428945417,169.554623,36.904351,46.35,67.3,36328±733,5.73±0.1,-4.0±1.95
441112199,G15188870318733,227.220836,3.943343,55.16,67.38,34621±826,5.1±0.1,-3.43±0.44
445707104,G15562618027982,151.922326,1.669103,75.95,60.57,23802±837,5.2±0.1,-3.57±0.37
446007207,L15284271820756,241.855993,48.698809,187.89,219.31,39232±742,5.89±0.08,-3.7±1.08
446506093,G15493045466783,159.303558,29.428245,68.96,88.41,33444±708,5.1±0.09,-3.31±0.45
447408246,G15591813798558,150.601024,5.759837,116.89,122.59,37930±812,5.2±0.09,-3.73±0.67
449201140,G14492001313503,236.012018,2.498693,39.76,50.28,38531±746,5.7±0.09,-3.21±0.39
449711046,G11192734219967,213.763833,-0.6623,62.85,93.78,42106±995,5.67±0.08,-2.32±0.19
449915145,G14341719923756,256.427684,4.433059,47.38,59.17,38249±762,5.84±0.09,-3.16±0.49
451502099,G16065412509527,119.375493,11.52058,32.86,35.27,28321±956,5.21±0.12,-3.46±0.53
453708250,G14333717069733,257.216581,2.999688,215.4,274.95,23999±2200,5.43±0.24,-2.71±0.37
456904192,G14994753947577,186.432561,36.268271,44.39,60.07,45999±1555,5.58±0.09,-3.25±0.51
457109103,G15203152202579,224.717498,6.644075,39.81,58.24,35997±724,5.44±0.1,-3.54±0.61
457204145,G14035337636880,281.163262,43.374406,63.75,56.44,32131±220,6.1±0.04,-1.71±0.03
457212134,G14035522339421,281.834455,45.648643,90.08,99.41,37024±691,5.72±0.09,-4.0±1.25
457614139,G14399364922645,265.970272,23.111057,32.22,30.47,31289±475,6.0±0.1,-2.7±0.21
457705164,G15396944461459,179.312877,2.575515,50.9,60.67,39064±833,6.0±0.1,-2.99±0.44
458004157,G15283119043228,243.59755,53.234714,47.31,36.0,26640±781,5.1±0.08,-2.4±0.08
458616135,G13746557652527,270.506097,3.124096,27.73,17.12,31728±330,5.85±0.07,-2.62±0.14
458616137,G13746562982637,270.361561,3.167084,24.71,16.42,33035±354,5.9±0.06,-2.43±0.13
459004161,G14296198818110,266.913844,0.927099,39.58,61.61,39228±776,5.23±0.08,-2.24±0.1
460405248,G13783191874790,270.029665,13.022046,82.48,91.67,22999±4859,5.5±0.58,-3.36±1.94
461105068,G14469246239395,241.355219,21.160001,39.59,51.22,35453±865,5.04±0.1,-2.93±0.31
461415102,G14305605693717,263.012993,1.758668,59.39,73.84,33379±404,5.58±0.07,-2.42±0.11
462013241,G14721338787340,265.21029,51.415014,103.37,131.22,23862±1814,5.8±0.27,-2.56±0.4
469313245,G16904821136555,16.202413,57.808847,31.62,18.78,26426±770,5.58±0.09,-3.35±0.34
470001175,G13288149524733,345.861952,26.416034,47.25,62.04,30998±614,5.5±0.11,-3.5±0.52
470016003,L13293365321054,343.614454,29.310361,113.65,162.87,37181±741,5.9±0.09,-3.7±0.78
470102201,G17306473398484,19.493935,16.448751,46.71,60.78,27425±1112,5.2±0.13,-3.9±0.69
472101010,G12769695948884,327.765699,-2.855693,55.48,71.25,41478±899,6.2±0.1,-3.66±1.1
473706221,G17587153890975,51.909779,38.134425,33.02,23.63,26295±880,5.15±0.09,-2.8±0.17
474207200,G13385856121375,330.629517,8.816398,73.58,88.79,32589±757,5.1±0.11,-4.1±1.3
475502094,G12761925735631,334.145706,-3.815385,115.13,147.0,33434±1333,5.8±0.24,-3.32±1.39
476104176,G16554322638879,84.612312,9.690523,81.84,88.27,32140±579,5.67±0.1,-2.24±0.09
476404171,G17297409675712,19.428386,6.14457,108.9,110.29,30223±431,6.0±0.09,-4.1±1.89
476509162,G13265264106764,359.36032,40.049413,37.98,42.03,34478±1063,5.42±0.16,-2.05±0.2
482903144,G17111448378569,42.86087,2.45366,63.43,63.76,30178±416,6.0±0.08,-3.7±1.23
482908079,G17386922792081,44.665301,1.78939,133.44,151.91,25671±928,5.06±0.09,-3.59±0.38
483112174,G16491567432295,132.28939,34.496586,44.17,46.29,28000±747,5.44±0.1,-3.55±0.31
484209097,L13259705848373,352.774377,10.015528,54.1,66.66,24072±1659,5.2±0.2,-3.22±0.56
484616187,G15571261245989,148.244212,12.655445,54.52,69.61,34223±764,5.41±0.11,-3.3±0.55
484710165,G17340237545899,27.285607,36.279172,34.89,40.77,31702±542,5.81±0.11,-4.13±1.74
485308150,G17250529535283,22.571071,22.890428,87.13,102.75,23604±2236,5.1±0.29,-3.13±0.74
487504223,G17198821336013,3.463742,23.846971,246.42,331.76,42022±896,6.25±0.09,-3.7±1.52
491409176,G15944748112134,92.893816,0.668014,60.2,83.05,37681±574,5.1±0.09,-1.36±0.05
491801076,G16252451450305,129.041173,54.012686,33.58,32.93,22677±837,5.11±0.1,-3.67±0.66
491806203,G15754139231830,132.648087,54.887017,27.8,21.18,21854±959,5.2±0.13,-3.31±0.53
491901094,G15567958847050,153.239751,19.422148,60.07,81.71,38999±818,5.86±0.1,-3.07±0.56
491901133,G15567559035169,153.664967,19.770378,59.78,85.62,41181±1239,5.24±0.09,-4.0±0.18
492013136,G17199857452667,2.099476,26.556476,51.88,43.5,35524±544,5.86±0.09,-2.77±0.42
492015245,G13299196690684,359.260671,26.690732,28.35,12.62,29016±792,5.1±0.13,-3.32±0.5
495915132,L17294055229919,15.645924,10.879292,42.42,52.67,48398±1615,5.51±0.08,-3.99±0.36
496802166,G17590191700428,40.565479,33.819669,46.04,51.18,31315±352,5.88±0.07,-3.51±0.48
496901098,G16261012641296,123.71335,40.929211,209.46,243.12,38448±873,5.1±0.08,-2.9±0.22
498013090,G17297838864187,17.75708,6.980678,77.26,105.37,47187±1196,6.26±0.09,-3.4±0.8
503802194,G16300705644343,131.530251,6.788061,51.27,65.17,31946±726,5.0±0.11,-2.88±0.22
503811118,L16297891563061,133.30285,10.082521,120.86,153.5,33851±474,5.01±0.07,-1.85±0.08
504610223,G17491736009425,62.175687,29.358434,33.84,35.77,28657±750,5.61±0.1,-3.48±0.42
505310156,G9351422154808,83.676399,-4.378996,50.2,52.52,22054±1129,5.0±0.13,-3.31±0.43
508015187,G15010728061398,182.45234,29.992862,54.92,66.59,34478±773,5.03±0.09,-3.39±0.57
525904143,L15404420906895,172.279342,3.229665,46.21,48.55,36286±728,5.68±0.1,-2.97±0.4
527514172,G16073814668966,121.659469,11.410458,255.18,282.35,37572±761,5.7±0.09,-3.05±0.43
527801188,L15231152602956,216.844743,23.8965,60.4,74.71,40428±935,6.2±0.11,-3.69±1.27
528011229,G16541936945221,73.249654,4.367389,75.08,88.36,33545±625,5.5±0.1,-3.47±0.68
528511233,G14979908132566,211.090515,9.11126,59.21,86.04,35683±736,5.6±0.1,-2.59±0.2
531304196,G15629525362117,162.083692,10.639787,40.56,54.42,33982±595,5.44±0.1,-2.92±0.25
531309055,G15653114064451,163.085735,11.797504,50.63,77.57,31111±746,5.1±0.11,-3.35±0.51
535702174,G17483014059115,63.392944,49.503077,54.08,93.47,26154±6573,5.38±0.68,-3.93±3.59
537403150,G16098047201036,92.23769,23.48982,270.45,341.92,30562±493,5.57±0.09,-3.94±0.85
545308072,L15292442999521,241.30964,31.022269,139.18,162.42,20294±785,5.0±0.13,-2.36±0.3
552509241,G11652049003211,244.56148,-1.590185,109.71,161.99,39792±696,6.24±0.09,-3.7±1.26
552515122,G11650044657614,243.409045,-0.887465,208.6,267.09,26000±1133,5.17±0.12,-4.19±0.83
553603227,G16507471459016,85.320508,2.280206,47.05,41.42,21547±906,5.0±0.11,-2.8±0.26
558103097,G15388903073911,229.126877,32.675152,41.3,42.77,34940±598,5.75±0.1,-4.0±2.47
558713168,L10451697175560,173.850518,-3.815469,82.44,134.33,45072±1532,5.82±0.09,-3.7±0.4
559410234,G15374954350416,213.524492,29.105604,49.23,55.41,36268±677,5.65±0.09,-3.7±0.94
563411172,G15316433602613,250.49984,48.39676,53.1,64.68,40416±802,6.24±0.1,-3.7±1.28
563809234,L15603122385466,154.67999,21.623528,108.86,152.87,33870±489,5.7±0.09,-2.66±0.19
563906039,G14694709923033,185.868411,55.562533,37.83,45.21,38545±733,6.26±0.1,-3.7±1.85
565104209,G14348097263202,261.418516,9.348589,123.48,135.45,39592±467,5.69±0.07,-1.37±0.04
566104149,G15254620099379,223.178864,17.91498,47.0,50.72,29019±701,5.7±0.12,-3.7±0.65
566504170,G14445783843785,231.306203,5.140379,47.13,58.05,38997±820,5.5±0.09,-2.68±0.35
566509242,G14444421432756,233.017167,5.61961,56.3,85.05,34000±638,5.65±0.1,-3.04±0.37
567004154,G10471238148468,167.835148,-0.009363,95.99,105.72,40812±940,6.1±0.11,-3.7±0.57
568015173,G15265805249570,259.422791,41.328339,63.6,84.0,38594±694,6.24±0.09,-3.09±0.68
568209080,L14777604853759,223.754008,58.900907,51.28,82.39,39820±744,6.27±0.09,-3.5±1.03
568415087,G15256394842219,267.160945,43.872449,71.06,101.99,40253±835,6.0±0.09,-3.7±1.37
571303172,G15217788097944,232.070291,20.430615,32.23,28.59,32067±430,5.73±0.09,-3.01±0.56
572007190,G14032215566584,283.48411,42.582246,145.16,152.41,35305±832,5.1±0.13,-1.26±0.11
572211178,G11152070468386,207.13114,-0.906549,136.57,191.61,33999±684,5.35±0.09,-3.23±0.44
573703208,G15188061810550,224.96142,2.223782,41.68,39.34,33744±682,5.5±0.11,-3.69±1.69
574104055,G15293487823158,244.526739,29.294461,56.48,57.09,28425±798,5.3±0.14,-3.86±1.45
576701091,G15156672251114,219.719538,52.819118,56.4,50.02,36490±710,5.55±0.1,-2.79±0.53
580506127,G14084502746243,293.62009,38.85677,25.37,22.98,41283±787,5.96±0.09,-1.84±0.13
580609128,L14085152308111,292.8886,39.561258,33.27,39.97,32623±552,5.54±0.1,-2.74±0.2
580706127,G14084502447006,293.63141,38.928101,21.84,23.97,43815±942,6.28±0.1,-2.05±0.13
581716162,G14030394701050,285.60748,45.427971,59.58,91.39,35299±825,6.02±0.13,-2.17±0.22
582716031,L15404036705042,174.191684,4.266222,32.08,35.32,35688±612,5.75±0.1,-2.95±0.32
582903144,G15367158983062,220.28091,27.079286,40.6,41.93,35145±677,5.48±0.1,-2.92±0.42
586606197,G13272063115059,357.84602,34.102943,56.52,68.48,39000±966,5.83±0.1,-3.24±0.53
586907208,L16607045378011,83.195622,26.772443,58.08,69.13,26519±3396,5.44±0.36,-2.02±0.27
587002212,G17165472166012,29.477026,10.591473,66.74,96.62,42137±871,6.21±0.09,-3.7±1.16
587107101,G16697176886843,58.01944,9.622415,35.12,41.22,32901±913,5.15±0.14,-3.37±0.56
587312032,G13817414552080,306.28845,9.343542,32.06,26.91,44064±822,5.49±0.07,-3.85±0.24
587603116,G13466801637940,342.949625,13.559648,229.31,267.86,41289±954,5.92±0.09,-3.7±1.08
587616225,G13466485808766,342.326254,14.791629,39.63,40.65,37332±945,5.7±0.11,-3.91±1.52
587811091,G17473441993671,52.517829,49.628869,26.7,25.96,35976±818,5.33±0.11,-2.48±0.24
587815157,G17473985371059,51.818269,49.398522,56.33,69.02,27000±1260,5.09±0.13,-2.43±0.2
588009200,G17076074611827,14.655506,4.520719,138.69,204.15,34696±588,5.53±0.09,-3.01±0.38
592414249,G14151823913888,318.7589,14.476175,63.58,60.48,25978±1269,5.6±0.14,-3.17±0.48
594202046,G14078783899846,292.8928,47.19374,31.91,33.56,34542±636,5.7±0.1,-3.3±0.62
601906006,G16965859572284,85.867839,56.380974,57.39,55.43,38907±2813,5.62±0.38,-1.74±0.35
602110037,G17544358773667,47.117967,50.589268,46.99,62.23,34964±346,5.38±0.06,-1.52±0.05
603012106,G17511767145218,71.841508,42.619268,106.49,128.43,39032±847,6.1±0.1,-3.7±1.31
606211219,G16100768849382,93.332541,25.524916,31.69,16.71,38370±897,5.81±0.13,-1.51±0.12
606211221,G16100810445439,93.053835,25.429364,43.38,39.56,41683±744,5.94±0.09,-1.77±0.1
612905107,G15797165041676,111.102606,54.680421,54.5,50.64,36030±718,5.31±0.09,-4.0±1.28
614009204,G16528963759698,71.996387,1.088792,52.07,81.02,38911±778,6.02±0.1,-2.88±0.41
614310035,G16100946471053,93.005704,24.879126,59.57,81.72,32691±1746,5.1±0.28,-1.62±0.23
615906076,L15966934794227,104.513016,7.463087,123.93,164.72,39424±757,6.1±0.1,-2.0±0.11
615909193,L15967895750767,104.301218,8.440671,133.44,155.0,22283±1480,5.1±0.17,-2.83±0.28
616714177,L16904732991739,14.189198,57.103792,38.65,29.65,28761±679,5.11±0.09,-2.88±0.12
617110130,G15630694749215,157.328059,6.039521,37.94,39.31,30904±751,5.2±0.13,-2.78±0.33
617207024,L15618311196767,160.256987,4.179547,160.99,171.56,31586±2503,5.3±0.42,-2.15±0.59
617409091,G16879798225458,19.835083,62.301667,27.03,42.45,38875±578,5.66±0.1,1.66±0.08
618608108,G17361791796555,35.197681,46.683757,46.79,50.33,33393±368,5.87±0.07,-3.3±0.4
618608110,G17361795843499,35.173589,46.937176,42.69,47.48,39152±747,5.85±0.08,-3.05±0.41
620207206,G16170475447757,94.612282,21.230329,807.06,909.14,24714±1353,6.29±0.15,-3.61±0.79
620307230,G16354906444011,135.739156,16.161989,95.45,113.91,41490±492,5.42±0.11,-2.96±0.09
628505211,G15563836617595,155.052977,5.171227,47.42,59.65,43384±1144,6.0±0.1,-3.57±1.05
628514077,L15555427907561,154.506807,7.356559,46.44,45.2,32900±928,5.13±0.15,-2.16±0.24
628704160,G17437349108586,36.199246,20.299532,36.54,45.01,37672±782,6.12±0.11,-3.72±1.7
629311244,L15455996740916,174.341792,7.949516,52.63,69.99,43904±1702,5.06±0.08,-3.7±0.21
631006224,L17369047498768,31.889959,39.822953,66.34,69.54,33785±428,5.07±0.06,-2.64±0.11
631804032,L15440249058779,166.289693,7.579985,58.8,66.66,35015±669,5.6±0.1,-3.12±0.36
631804057,L15439466394249,166.53002,6.905211,121.33,142.09,42999±1003,5.94±0.09,-4.06±0.25
631905139,G15058384850586,203.96098,13.044074,46.55,53.41,34797±787,5.2±0.1,-2.9±0.31
632412154,G14664202168121,210.418899,54.466034,44.8,47.31,35268±717,5.3±0.09,-3.75±0.56
641104247,G15982963580744,93.461918,13.525461,133.01,187.17,23999±889,6.12±0.09,-3.0±0.29
643510238,G15346192136424,218.912016,40.383178,162.66,192.95,37715±800,6.1±0.11,-4.0±3.23
643713065,L15978451942714,90.858321,17.41235,106.58,118.62,33585±115,5.14±0.02,-1.03±0.02
644014064,G14914834557832,220.070069,2.354658,70.78,84.74,40607±467,5.9±0.09,-2.4±0.3
645508202,G14602821303409,195.103056,74.078735,51.08,58.83,27812±1292,5.0±0.14,-2.84±0.19
647301237,G14601847647193,191.798104,73.242273,36.24,52.04,36338±1110,5.5±0.14,-3.88±1.36
647404069,G16354175853102,135.028182,18.607913,130.8,152.58,32383±336,6.1±0.08,-2.85±0.15
647502122,L9346533920938,88.799326,-1.494199,99.08,146.79,24925±5349,5.1±0.38,-3.41±1.4
647607127,G16009801692795,96.054636,8.929147,129.03,152.95,20700±736,5.36±0.1,-2.66±0.3
647615119,G16001325098525,93.967554,11.08984,166.89,254.08,24201±842,5.5±0.09,0.47±0.02
647709118,L16337989416000,125.372899,20.86872,104.84,166.29,49999±2272,6.03±0.12,-0.2±0.08
648911018,G15537264756613,141.269169,0.735248,70.65,86.26,26999±1084,5.08±0.1,0.15±0.03
649614137,G14668144246442,208.225555,57.4561,70.3,74.12,39447±911,5.8±0.1,-3.7±1.6
651404008,G14888247339740,187.209537,14.552904,140.62,194.08,34803±245,5.96±0.1,-3.11±0.11
651404238,L14888222196951,188.031083,14.714549,150.01,198.23,25817±2321,6.17±0.26,-3.35±0.91
651702120,G16726911822061,70.903397,10.918701,51.08,49.61,31540±745,6.07±0.1,-3.01±0.89
651805070,G9348998863973,89.616611,-4.015452,120.46,157.12,23604±382,5.0±0.03,-3.37±0.92
651903225,G15762981829316,113.382944,53.172325,89.76,82.0,29319±1417,5.0±0.2,-2.08±0.24
652008222,G15579090727137,153.278319,17.310411,133.77,100.45,23678±462,5.0±0.05,-2.19±0.07
655401055,L15013581942255,186.247252,25.669615,93.73,115.99,45663±3205,5.51±0.22,0.52±0.94
658108007,G16354313926379,135.452492,17.84303,47.16,65.77,32665±683,5.1±0.09,-3.61±0.67
660003175,G14878419079350,182.106905,20.632755,70.61,65.71,37918±658,5.79±0.09,-3.7±0.89
660609069,G14929361747053,206.859706,23.686987,46.07,79.74,33448±743,5.26±0.1,-3.53±0.55
662006068,G15290964619961,242.980119,26.406744,102.31,153.45,23858±3333,6.15±0.24,-4.0±3.87
663710031,G14529379362416,246.512518,9.482846,61.74,82.59,35419±714,5.62±0.1,-4.0±1.44
677902052,G12727174417308,320.649648,-1.106757,99.03,117.36,33279±665,5.1±0.09,-3.5±0.63
677910199,G12716206686636,319.316158,-0.263337,106.83,121.54,24038±903,5.1±0.1,-3.62±0.34
677910217,L13332886080791,319.984531,0.212568,53.15,63.72,37390±585,6.22±0.08,-4.0±1.68
677914211,G13333652275973,319.871285,1.408967,177.91,206.99,26035±728,5.03±0.07,-2.41±0.13
678116090,G16854855734219,35.306315,56.802917,36.76,36.34,43887±1193,5.93±0.32,0.6±0.38
678314170,G17343163171852,16.704927,34.799327,61.67,49.42,31563±218,6.03±0.06,-2.99±0.43
678411027,G17308472685978,20.900373,13.899213,34.57,42.24,33999±778,5.2±0.11,-2.92±0.34
678705234,G14160342511983,354.32725,45.333238,42.67,46.05,34184±486,5.1±0.07,-1.73±0.07
678807087,G14088899358688,315.581369,5.824853,106.69,150.48,38367±1048,5.62±0.1,-4.0±1.08
678814250,G14097616804614,311.59509,8.151934,94.11,117.53,30977±417,6.14±0.1,-0.41±0.07
679404239,G17243301428208,5.640519,32.880643,74.54,90.65,37508±367,5.99±0.07,-3.7±1.53
679512061,G15991525214911,93.612596,16.43978,188.13,183.59,25000±1724,5.83±0.13,-3.0±0.42
679815153,G17328246385287,16.044338,44.908849,58.84,52.71,29773±485,5.1±0.07,-3.21±0.2
685711036,G17301981408517,15.692962,12.008029,41.06,49.87,35999±814,5.01±0.09,-3.67±1.0
687015184,G16210021734544,104.302236,21.133039,51.11,66.82,26852±847,5.44±0.11,-3.49±0.11
688001175,G16030989012212,120.905652,18.684525,136.53,158.19,27999±7225,5.34±0.93,-2.83±1.49
688014236,G16032549946240,118.344527,20.863782,55.81,57.79,23076±521,5.27±0.05,-2.32±0.03
688710187,G15943408292474,92.021824,0.16639,48.79,60.06,27999±749,5.41±0.09,-4.14±0.82
688802086,G16205927043565,112.64166,12.787045,39.43,46.37,38264±871,6.2±0.11,-2.84±0.45
688808122,G16034009093374,115.29726,13.099716,47.82,53.89,39405±848,5.96±0.1,-3.09±0.54
689105202,G17212727457856,4.557676,25.188763,41.31,53.16,37718±703,6.1±0.1,-3.09±0.57
689710208,G17309914768136,13.66745,17.909375,41.84,46.11,36044±431,5.43±0.07,-1.81±0.07
696601116,L9941600247970,102.544295,-6.155318,352.21,292.49,41893±3363,5.44±0.06,-2.05±0.18
696702218,P15978215138888,91.22092,20.914087,52.45,56.81,26384±1881,5.57±0.15,0.95±0.05
696702240,G16167260882045,91.870709,21.46831,41.71,59.35,29445±1169,5.63±0.18,-3.0±0.38
696712204,L16099555697421,94.644074,24.481446,73.03,67.59,24121±1700,5.74±0.12,-3.08±0.57
696715186,L16101483134266,92.30121,23.8901,135.32,141.46,39441±565,6.2±0.08,-0.81±0.06
698405024,G16353158359737,131.580832,17.329685,62.04,43.0,32962±361,6.1±0.08,-3.02±0.42
699002168,L9417631731938,49.659636,-1.254749,309.32,354.75,28480±1627,5.0±0.13,-3.11±0.68
708407148,G16191075452039,111.931453,9.026736,95.45,146.08,45999±1472,6.07±0.1,-3.72±0.27
710209141,P17546972822436,42.319377,41.969272,85.79,116.91,29642±599,5.45±0.08,-3.01±0.36
711203025,L16522728990924,88.146253,13.322555,155.96,156.72,27440±100,5.86±0.03,-0.09±0.06
711810101,G16377681024043,147.19745,42.070126,75.16,88.78,27555±1037,5.29±0.12,-3.99±0.72
712108021,G17418103446487,56.328019,18.959546,226.71,252.96,33000±1407,6.25±0.22,-0.18±0.09
712116180,G17420312940043,53.956934,21.18048,175.17,229.76,23881±1014,5.0±0.08,-3.34±0.05
712613002,G16756423435089,73.813281,19.553307,78.25,109.98,41013±1112,5.7±0.12,-1.34±0.05
713402161,G16329419477914,125.646984,16.197011,187.68,195.21,24298±1083,5.81±0.1,-3.46±0.72
713709160,L16114068044518,95.527678,26.322971,69.53,86.78,41661±887,5.1±0.11,-1.17±0.08
713715180,L16114588772261,94.91343,26.24509,395.97,420.79,35439±455,5.03±0.01,-0.47±0.03
714210046,G16376780557929,147.466323,41.298805,42.63,53.69,30895±721,5.17±0.12,-3.32±0.5
714801002,G17542585607751,42.420716,49.145844,184.73,125.32,22296±1602,5.21±0.19,-2.49±0.31
715008093,G14851966823666,187.744226,2.042123,118.79,145.14,35668±696,5.47±0.09,-4.0±0.59
715014236,G14859167497268,184.116084,2.470862,46.83,56.18,43925±1225,5.43±0.09,-3.15±0.26
724102067,L15955580785690,91.868652,7.783915,67.11,84.53,35979±1737,5.1±0.25,-1.68±0.2
730902152,G15978713632048,91.551297,17.926741,105.74,154.35,20701±1484,5.9±0.12,-3.47±1.97
730904033,G16167882645574,93.313839,19.647668,312.11,364.16,23116±442,5.0±0.04,-2.03±0.06
731602185,G15991372332518,95.94616,15.82449,67.27,73.31,21262±4765,5.02±0.59,-3.4±3.05
733514065,G16169683922992,95.110535,20.539532,301.22,293.45,24388±5374,5.0±0.48,-3.99±4.49
733912151,G16340178936777,132.90307,20.054422,218.0,219.73,20360±1692,5.07±0.31,1.07±0.21
734002178,G10475029767450,167.061508,-1.234225,49.85,57.42,40833±861,6.2±0.1,-3.7±1.25
734412032,G15363068529276,210.765939,26.610479,46.95,49.34,38673±713,5.94±0.09,-3.79±1.19
739502241,G14385929587007,255.218474,28.06531,36.55,40.78,21208±689,5.36±0.09,-4.19±1.51
739601042,L10522728189099,146.076486,-0.296495,347.04,394.28,20465±2925,6.0±0.64,1.07±0.44
739715003,G14671007865471,210.498201,57.48805,43.07,57.78,32302±721,5.24±0.11,-2.99±0.38
739808020,G15327687015988,237.684123,27.912973,53.0,59.59,25640±1314,5.0±0.18,-2.94±0.44
739813018,G15326376693617,239.600679,29.046176,69.37,100.94,40405±1025,5.75±0.08,-3.7±0.82
740007207,G15436030873236,166.41753,1.655484,77.51,94.92,41532±988,5.6±0.08,-4.0±0.19
740605045,G16390374914968,152.697525,27.048109,91.94,117.94,31798±487,5.4±0.09,-3.86±0.71
740812096,G15225294169776,210.427596,22.504344,79.53,81.23,25330±943,5.0±0.1,-3.19±0.26
740902085,G14489181333392,238.667028,11.850366,49.42,63.19,26479±1239,5.0±0.13,-3.27±0.33
741101236,G16343363265279,128.229922,13.191231,52.78,54.35,27518±904,5.0±0.11,-3.57±0.35
741101248,G16343340650368,128.363357,13.043084,89.76,127.71,22033±1072,5.0±0.12,-2.48±0.24
741110195,L16326169169839,126.920935,14.222967,192.29,251.49,28999±2415,6.09±0.4,-2.77±0.79
742210099,G14545718894674,259.24452,16.185694,47.65,41.64,39755±1060,6.05±0.16,-1.43±0.13
742302218,G15199256419754,221.084268,10.828558,44.44,58.93,33517±718,5.2±0.08,-3.02±0.33
742602135,G15356948121650,222.197394,44.696425,62.84,74.82,38962±743,6.1±0.1,-3.69±1.35
742805019,L14536457945282,263.93477,18.425449,64.47,77.43,21893±1080,5.02±0.14,-2.63±0.24
742814094,G14550068488608,262.30709,20.781262,48.59,38.96,23120±713,5.0±0.08,-3.06±0.2
743605035,G13945516321383,274.15053,32.548184,35.24,35.78,27992±1215,5.4±0.14,-3.18±0.28
744002091,G14459454308174,239.605011,3.931072,31.26,30.0,33639±579,6.21±0.11,-3.08±0.73
745014122,G15352317539184,230.860813,44.716941,52.59,60.76,21150±627,5.0±0.08,-2.49±0.11
746204027,G15381176502562,224.467596,27.148108,52.29,61.16,32276±299,5.7±0.08,-2.92±0.42
746409153,G13792704438637,273.81808,16.905431,36.14,56.53,35695±543,5.26±0.09,-1.64±0.06
746712160,G13787387177613,278.97713,11.613377,62.55,48.31,25419±1436,5.24±0.15,-2.32±0.14
757405163,L14238370607996,324.041929,32.395463,139.99,188.51,27018±1191,5.64±0.13,-3.04±0.3
760412157,G16099612414210,94.69763,24.3538,633.37,574.81,23788±636,5.0±0.05,-3.09±0.01
768402187,G16549292235649,78.989593,2.3625,18.03,11.97,21336±681,5.69±0.09,-3.5±0.78
768508053,G16550126971240,81.71409,3.098588,191.7,202.18,35759±372,5.1±0.05,-1.69±0.04
768514067,G16551151678027,78.880694,3.852628,99.47,104.44,20000±702,5.0±0.09,-3.15±0.3
768608232,G15622377442224,163.017793,9.847535,100.81,114.95,43757±1024,5.52±0.06,-3.83±0.19
769301147,G16186165708720,110.03472,5.443673,171.46,230.01,27454±1715,5.3±0.14,0.02±0.04
769309111,L16200045359422,110.4399,8.270778,343.24,417.06,26103±2255,5.35±0.18,-1.03±0.04
769311013,G16197050838776,109.38443,9.209432,371.57,396.5,28999±1034,5.58±0.13,-1.02±0.05
769314152,G16198138630716,108.17276,7.65789,365.77,440.82,32627±397,5.0±0.04,-0.64±0.07
777714016,G10517169980153,139.301084,-0.14402,76.75,47.62,29999±189,5.11±0.04,-2.42±0.1
778102038,G17293558989364,17.106053,7.471146,68.34,83.49,32016±675,5.1±0.1,-3.7±0.57
778513013,G17577876083321,41.792187,37.951515,42.59,41.17,33637±804,6.11±0.14,-2.25±0.22
778602057,G9934008688445,109.081711,-1.47097,67.58,48.65,28401±858,5.2±0.1,-2.03±0.08
780114230,G16667199061800,61.903501,18.573812,71.27,89.17,25825±4386,5.22±0.35,-4.0±4.53
781814231,G16104438036499,98.301669,23.808988,89.15,94.63,32822±73,6.18±0.04,-1.89±0.03
781902035,G13437982428662,354.68781,20.183949,33.44,35.05,26597±672,5.6±0.11,-3.78±0.96
